0.0000000000000000,-2960489.8289782265201211,-1564172.5680855442769825,5828860.2510105893015862
0.1000000238418579,-2960024.4556093877181411,-1563673.0043183476664126,5829230.2432286283001304
0.2000000476837158,-2959559.0364479073323309,-1563173.4269409887492657,5829600.1590368440374732
0.3000000715255737,-2959093.5714541655033827,-1562673.8360467934980989,5829969.9984304290264845
0.4000000953674316,-2958628.0606681671924889,-1562174.2315783421508968,5830339.7614045757800341
0.5000001192092896,-2958162.5041071483865380,-1561674.6135213030502200,5830709.4479544805362821
0.6000001430511475,-2957696.9017201717942953,-1561174.9819904835894704,5831079.0580753404647112
0.7000001668930054,-2957231.2535585789009929,-1560675.3369069630280137,5831448.5917623490095139
0.8000001907348633,-2956765.5596055411733687,-1560175.6783209671266377,5831818.0490107061341405
0.9000002145767212,-2956299.8198896446265280,-1559676.0061966450884938,5832187.4298156118020415
1.0000002384185791,-2955834.0344167714938521,-1559176.3205411881208420,5832556.7341722641140223
1.1000002622604370,-2955368.2031587753444910,-1558676.6214263024739921,5832925.9620758648961782
1.2000002861022949,-2954902.3261555731296539,-1558176.9087946512736380,5833295.1135216159746051
1.3000003099441528,-2954436.4034130461513996,-1557677.1826534243300557,5833664.1885047182440758
1.4000003337860107,-2953970.4349030801095068,-1557177.4430742976255715,5834033.1870203781872988
1.5000003576278687,-2953504.4206655668094754,-1556677.6899999626912177,5834402.1090638022869825
1.6000003814697266,-2953038.3606837387196720,-1556177.9234805889427662,5834770.9546301923692226
1.7000004053115845,-2952572.2549974601715803,-1555678.1434588967822492,5835139.7237147577106953
1.8000004291534424,-2952106.1035899636335671,-1555178.3499850514344871,5835508.4163127066567540
1.9000004529953003,-2951639.9064445230178535,-1554678.5431091906502843,5835877.0324192466214299
2.0000004768371582,-2951173.6636009747162461,-1554178.7227740534581244,5836245.5720295878127217
2.1000005006790161,-2950707.3750425945036113,-1553678.8890297799371183,5836614.0351389423012733
2.2000005245208740,-2950241.0408091917634010,-1553179.0418191398493946,5836982.4217425212264061
2.3000005483627319,-2949774.6608727434650064,-1552679.1812137286178768,5837350.7318355366587639
2.4000005722045898,-2949308.2352391611784697,-1552179.3072207178920507,5837718.9654132062569261
2.5000005960464478,-2948841.7639369308017194,-1551679.4198043728247285,5838087.1224707411602139
2.6000006198883057,-2948375.2469493676908314,-1551179.5190147883258760,5838455.2030033580958843
2.7000006437301636,-2947908.6843275087885559,-1550679.6047733472660184,5838823.2070062747225165
2.8000006675720215,-2947442.0760208275169134,-1550179.6771944882348180,5839191.1344747096300125
2.9000006914138794,-2946975.4220465160906315,-1549679.7362639373168349,5839558.9854038795456290
3.0000007152557373,-2946508.7224443061277270,-1549179.7819245480932295,5839926.7597890077158809
3.1000007390975952,-2946041.9771750024519861,-1548679.8142692679539323,5840294.4576253127306700
