time	longitude	latitude	altitude
755143836.0000000000000000	2.1918305703911205	0.6262474716217861	352676.9805732928216457
755143846.0000000000000000	2.1888275279035758	0.6375532584533747	352614.3150876313447952
755143856.0000000000000000	2.1857860400357230	0.6488565551981241	352552.0624425839632750
755143866.0000000000000000	2.1827045273218384	0.6601572551832057	352490.2452387185767293
755143876.0000000000000000	2.1795813355641069	0.6714552467856003	352428.8860962782055140
755143886.0000000000000000	2.1764147311557545	0.6827504131140426	352368.0076442165300250
755143896.0000000000000000	2.1732028959422034	0.6940426316668863	352307.6325091971084476
755143906.0000000000000000	2.1699439217637870	0.7053317739637388	352247.7833045991137624
755143916.0000000000000000	2.1666358046093905	0.7166177051484852	352188.4826194755733013
755143926.0000000000000000	2.1632764382123435	0.7279002835610772	352129.7530075460672379
755143936.0000000000000000	2.1598636072215736	0.7391793602751885	352071.6169761512428522
755143946.0000000000000000	2.1563949798293138	0.7504547785985267	352014.0969752483069897
755143956.0000000000000000	2.1528680997754703	0.7617263735322460	351957.2153863990679383
755143966.0000000000000000	2.1492803777451717	0.7729939711855148	351900.9945117775350809
755143976.0000000000000000	2.1456290819808044	0.7842573881408584	351845.4565632147714496
755143986.0000000000000000	2.1419113281630904	0.7955164307654063	351790.6236512660980225
755143996.0000000000000000	2.1381240685062597	0.8067708944626114	351736.5177743081003428
755144006.0000000000000000	2.1342640796981560	0.8180205628583943	351683.1608076998963952
755144016.0000000000000000	2.1303279500194785	0.8292652069149528	351630.5744929676875472
755144026.0000000000000000	2.1263120652086847	0.8405045839646743	351578.7804270666092634
755144036.0000000000000000	2.1222125930706053	0.8517384366556915	351527.8000516816973686
755144046.0000000000000000	2.1180254667618850	0.8629664917995786	351477.6546426136046648
755144056.0000000000000000	2.1137463663868163	0.8741884591105258	351428.3652992229908705
755144066.0000000000000000	2.1093706990139318	0.8854040298239807	351379.9529339578002691
755144076.0000000000000000	2.1048935767959334	0.8966128751812401	351332.4382619634270668
755144086.0000000000000000	2.1003097928523604	0.9078146447647135	351285.8417907711118460
755144096.0000000000000000	2.0956137949554696	0.9190089646665938	351240.1838100953027606
755144106.0000000000000000	2.0907996565277047	0.9301954354713811	351195.4843817157670856
755144116.0000000000000000	2.0858610447739974	0.9413736300300710	351151.7633294714614749
755144126.0000000000000000	2.0807911855291179	0.9525430910007795	351109.0402293549850583
755144136.0000000000000000	2.0755828244717209	0.9637033281270888	351067.3343997308984399
755144146.0000000000000000	2.0702281842904857	0.9748538152213426	351026.6648916676640511
755144156.0000000000000000	2.0647189173211946	0.9859939868154339	350987.0504793813452125
755144166.0000000000000000	2.0590460529525134	0.9971232344361839	350948.5096508283168077
755144176.0000000000000000	2.0531999393324982	1.0082409024560817	350911.0605984227731824
755144186.0000000000000000	2.0471701785624656	1.0193462834627691	350874.7212098734453321
755144196.0000000000000000	2.0409455545620112	1.0304386130820311	350839.5090591916814446
755144206.0000000000000000	2.0345139525659182	1.0415170641789526	350805.4413978271186352
755144216.0000000000000000	2.0278622692917851	1.0525807403500735	350772.5351459514349699
755144226.0000000000000000	2.0209763123854994	1.0636286686054075	350740.8068839060142636
755144236.0000000000000000	2.0138406878688606	1.0746597911228168	350710.2728438051417470
755144246.0000000000000000	2.0064386735857571	1.0856729559378178	350680.9489012956619263
755144256.0000000000000000	1.9987520771608067	1.0966669064089618	350652.8505674926564097
755144266.0000000000000000	1.9907610759186556	1.1076402692717096	350625.9929810753092170
755144276.0000000000000000	1.9824440363798048	1.1185915410613876	350600.3909005597233772
755144286.0000000000000000	1.9737773102399694	1.1295190726472608	350576.0586967505514622
755144296.0000000000000000	1.9647350036091482	1.1404210515738018	350553.0103453714400530
755144306.0000000000000000	1.9552887153355520	1.1512954818502676	350531.2594198770821095
755144316.0000000000000000	1.9454072401404012	1.1621401607638635	350510.8190844580531120
755144326.0000000000000000	1.9350562309820420	1.1729526522128610	350491.7020872281864285
755144336.0000000000000000	1.9241978149460550	1.1837302559612530	350473.9207536093890667
755144346.0000000000000000	1.9127901554933167	1.1944699721026844	350457.4869799101725221
755144356.0000000000000000	1.9007869533259265	1.2051684598845156	350442.4122271072119474
755144366.0000000000000000	1.8881368766519799	1.2158219898784592	350428.7075148215517402
755144376.0000000000000000	1.8747829110263854	1.2264263882868576	350416.3834155006334186
755144386.0000000000000000	1.8606616172930510	1.2369769719373380	350405.4500488154590130
755144396.0000000000000000	1.8457022855233931	1.2474684722366107	350395.9170762468129396
755144406.0000000000000000	1.8298259717200671	1.2578949460196487	350387.7936959061771631
755144416.0000000000000000	1.8129444041810452	1.2682496708370283	350381.0886375457048416
755144426.0000000000000000	1.7949587468523580	1.2785250217661186	350375.8101578066125512
755144436.0000000000000000	1.7757582093764968	1.2887123263107383	350371.9660356640815735
755144446.0000000000000000	1.7552184982764643	1.2988016933765352	350369.5635681049898267
755144456.0000000000000000	1.7332001127901184	1.3087818116983816	350368.6095660151913762
755144466.0000000000000000	1.7095465036382858	1.3186397124996025	350369.1103502968326211
755144476.0000000000000000	1.6840821376668476	1.3283604906716326	350371.0717482101172209
755144486.0000000000000000	1.6566105488965368	1.3379269785356587	350374.4990899227559566
755144496.0000000000000000	1.6269125152329593	1.3473193665512027	350379.3972053155303001
755144506.0000000000000000	1.5947445851990716	1.3565147665986466	350385.7704209834337234
755144516.0000000000000000	1.5598383028520684	1.3654867163474453	350393.6225574882701039
755144526.0000000000000000	1.5219006508123303	1.3742046287169858	350402.9569268226623535
755144536.0000000000000000	1.4806164591028357	1.3826331999362462	350413.7763301236554980
