time	x	y	z	Vx	Vy	Vz
755146516.0000000000000000	-3418080.0767281339503825	-4609035.9598164567723870	-3523408.1374580352567136	1417.5860191731871964	3899.1161788434396840	-6475.4960849019134912
755146526.0000000000000000	-3403681.5244680503383279	-4569744.9451884338632226	-3587931.1421244903467596	1462.0925804943788080	3959.0005686768249689	-6428.9646847922922461
755146536.0000000000000000	-3388838.8718244871124625	-4529857.6849385872483253	-3651984.6382642323151231	1506.4051321191329862	4018.3640155771954596	-6381.5954269033491073
755146546.0000000000000000	-3373554.0877598291262984	-4489379.4270048215985298	-3715560.2788991872221231	1550.5179057337641098	4077.1988299468962396	-6333.3946490433027066
755146556.0000000000000000	-3357829.1987752453424037	-4448315.4958559181541204	-3778649.7809636262245476	1594.4251620188033485	4135.4973953654662182	-6284.3687957050678961
755146566.0000000000000000	-3341666.2886170498095453	-4406671.2917550792917609	-3841244.9263659603893757	1638.1211913870263288	4193.2521695232744605	-6234.5244170540763662
755146576.0000000000000000	-3325067.4979757191613317	-4364452.2900142148137093	-3903337.5630403542891145	1681.6003147142723719	4250.4556851405459383	-6183.8681679040773815
755146586.0000000000000000	-3308035.0241776397451758	-4321664.0402391077950597	-3964919.6059880414977670	1724.8568840629657188	4307.1005508717262273	-6132.4068066812706093
755146596.0000000000000000	-3290571.1208696523681283	-4278312.1655656136572361	-4025983.0383082204498351	1767.8852833982550692	4363.1794521951405841	-6080.1471943770948201
755146606.0000000000000000	-3272678.0976964775472879	-4234402.3618870340287685	-4086519.9122184249572456	1810.6799292966952635	4418.6851522879005643	-6027.0962934900289838
755146616.0000000000000000	-3254358.3199710887856781	-4189940.3970728134736419	-4146522.3500642604194582	1853.2352716473944838	4473.6104928860313521	-5973.2611669567222634
755146626.0000000000000000	-3235614.2083381121046841	-4144932.1101787150837481	-4205982.5453183967620134	1895.5457943455623990	4527.9483951297988824	-5918.6489770728094300
755146636.0000000000000000	-3216448.2384303300641477	-4099383.4106486109085381	-4264892.7635687217116356	1937.6060159783928611	4581.6918603942158370	-5863.2669844037300209
755146646.0000000000000000	-3196862.9405183647759259	-4053300.2775080446153879	-4323245.3434955505654216	1979.4104905032252191	4634.8339711047219680	-5807.1225466858886648
755146656.0000000000000000	-3176860.8991536176763475	-4006688.7585497098043561	-4381032.6978378044441342	2020.9538079179299075	4687.3678915380369290	-5750.2231177184903572
755146666.0000000000000000	-3156444.7528045442886651	-3959554.9695109953172505	-4438247.3143480597063899	2062.2305949234701075	4739.2868686081892520	-5692.5762462463726479
755146676.0000000000000000	-3135617.1934863445349038	-3911905.0932437432929873	-4494881.7567363809794188	2103.2355155785976422	4790.5842326377442078	-5634.1895748341585204
755146686.0000000000000000	-3114380.9663841431029141	-3863745.3788763703778386	-4550928.6656028563156724	2143.9632719466421804	4841.2533981142405537	-5575.0708387320537440
755146696.0000000000000000	-3092738.8694697436876595	-3815082.1409684955142438	-4606380.7593587478622794	2184.4086047343607788	4891.2878644318698207	-5515.2278647336079302
755146706.0000000000000000	-3070693.7531120334751904	-3765921.7586582275107503	-4661230.8351361807435751	2224.5662939228213872	4940.6812166184326998	-5454.6685700257457938
755146716.0000000000000000	-3048248.5196811179630458	-3716270.6748022558167577	-4715471.7696862965822220	2264.4311593902930326	4989.4271260476143652	-5393.4009610313896701
755146726.0000000000000000	-3025406.1231462690047920	-3666135.3951088907197118	-4769096.5202657980844378	2303.9980615271233546	5037.5193511366214807	-5331.4331322449679647
755146736.0000000000000000	-3002169.5686677624471486	-3615522.4872641996480525	-4822098.1255118120461702	2343.2619018425903050	5084.9517380292390953	-5268.7732650611169447
755146746.0000000000000000	-2978541.9121826887130737	-3564438.5800513885915279	-4874469.7063050074502826	2382.2176235637161881	5131.7182212643647290	-5205.4296265968732769
755146756.0000000000000000	-2954526.2599848140962422	-3512890.3624635674059391	-4926204.4666209034621716	2420.8602122260376746	5177.8128244300851293	-5141.4105685076447116
755146766.0000000000000000	-2930125.7682985761202872	-3460884.5828100480139256	-4977295.6943693114444613	2459.1846962563295165	5223.2296608033720986	-5076.7245257972508625
755146776.0000000000000000	-2905343.6428472893312573	-3408428.0478163161315024	-5027736.7622218420729041	2497.1861475472860548	5267.9629339754619650	-5011.3800156223096565
755146786.0000000000000000	-2880183.1384156486019492	-3355527.6217178213410079	-5077521.1284274356439710	2534.8596820241646128	5312.0069384630105560	-4945.3856360912513992
755146796.0000000000000000	-2854647.5584066016599536	-3302190.2253477266058326	-5126642.3376158503815532	2572.2004602034025993	5355.3560603051082580	-4878.7500650582260278
755146806.0000000000000000	-2828740.2543926788493991	-3248422.8352187564596534	-5175094.0215890733525157	2609.2036877432215078	5398.0047776462415641	-4811.4820589121673038
755146816.0000000000000000	-2802464.6256618555635214	-3194232.4825992872938514	-5222869.9001005906611681	2645.8646159862360037	5439.9476613053011533	-4743.5904513612795199
755146826.0000000000000000	-2775824.1187580269761384	-3139626.2525838157162070	-5269963.7816224861890078	2682.1785424940912890	5481.1793753307374573	-4675.0841522131904640
755146836.0000000000000000	-2748822.2270161798223853	-3084611.2831579442135990	-5316369.5641003185883164	2718.1408115741501206	5521.6946775419592086	-4605.9721461510171139
755146846.0000000000000000	-2721462.4900923334062099	-3029194.7642580214887857	-5362081.2356957411393523	2753.7468147982635855	5561.4884200570941175	-4536.2634915055923557
755146856.0000000000000000	-2693748.4934883336536586	-2973383.9368255739100277	-5407092.8755168253555894	2788.9919915136497366	5600.5555498072153569	-4465.9673190240737313
755146866.0000000000000000	-2665683.8680715793743730	-2917186.0918566598556936	-5451398.6543360520154238	2823.8718293459246524	5638.8911090371484534	-4395.0928306351652282
755146876.0000000000000000	-2637272.2895897538401186	-2860608.5694462833926082	-5494992.8352959398180246	2858.3818646943136628	5676.4902357929786376	-4323.6492982111749370
755146886.0000000000000000	-2608517.4781806459650397	-2803658.7578280000016093	-5537869.7746022790670395	2892.5176832190913956	5713.3481643963777969	-4251.6460623271159420
755146896.0000000000000000	-2579423.1978771341964602	-2746344.0924088433384895	-5580023.9222049433737993	2926.2749203212911198	5749.4602259058765412	-4179.0925310170568991
755146906.0000000000000000	-2549993.2561074136756361	-2688672.0547997034154832	-5621449.8224662505090237	2959.6492616147274930	5784.8218485651968876	-4105.9981785279196629
755146916.0000000000000000	-2520231.5031905388459563	-2630650.1718412879854441	-5662142.1148168500512838	2992.6364433903863755	5819.4285582387865361	-4032.3725440709195027
755146926.0000000000000000	-2490141.8318273625336587	-2572286.0146257886663079	-5702095.5343991145491600	3025.2322530732262749	5853.2759788346711503	-3958.2252305708279891
755146936.0000000000000000	-2459728.1765869422815740	-2513587.1975143845193088	-5741304.9126980137079954	3057.4325296714496289	5886.3598327147637974	-3883.5659034132349916
755146946.0000000000000000	-2428994.5133884935639799	-2454561.3771507032215595	-5779765.1781594511121511	3089.2331642182971336	5918.6759410927561476	-3808.4042891899821370
755146956.0000000000000000	-2397944.8589789620600641	-2395216.2514703641645610	-5817471.3567960448563099	3120.6301002064201384	5950.2202244197324035	-3732.7501744429287101
755146966.0000000000000000	-2366583.2704062866978347	-2335559.5587067282758653	-5854418.5727803418412805	3151.6193340148929565	5980.9887027576305627	-3656.6134044062055182
755146976.0000000000000000	-2334913.8444884321652353	-2275599.0763929719105363	-5890602.0490254471078515	3182.1969153289219321	6010.9774961406910734	-3580.0038817471058792
755146986.0000000000000000	-2302940.7172782588750124	-2215342.6203606058843434	-5926017.1077530523762107	3212.3589475523162946	6040.1828249250265799	-3502.9315653057497002
755146996.0000000000000000	-2270668.0635243044234812	-2154798.0437345583923161	-5960659.1710488600656390	3242.1015882127794612	6068.6010101264437253	-3425.4064688336634390
755147006.0000000000000000	-2238100.0961275473237038	-2093973.2359249363653362	-5994523.7614053850993514	3271.4210493600880909	6096.2284737466561637	-3347.4386597313919083
755147016.0000000000000000	-2205241.0655942261219025	-2032876.1216155844740570	-6027606.5022521289065480	3300.3135979572234646	6123.0617390880188395	-3269.0382577852701615
755147026.0000000000000000	-2172095.2594847795553505	-1971514.6597495516762137	-6059903.1184731200337410	3328.7755562645174905	6149.0974310569208683	-3190.2154339034618715
755147036.0000000000000000	-2138667.0018589817918837	-1909896.8425115807913244	-6091409.4369118083268404	3356.8033022168847310	6174.3322764559652569	-3110.9804088513737952
755147046.0000000000000000	-2104960.6527173384092748	-1848030.6943077319301665	-6122121.3868633126839995	3384.3932697942022969	6198.7631042650700692	-3031.3434519865418224
755147056.0000000000000000	-2070980.6074388143606484	-1785924.2707422487437725	-6152035.0005540158599615	3411.5419493849090031	6222.3868459116183658	-2951.3148799930818313
755147066.0000000000000000	-2036731.2962149572558701	-1723585.6575917792506516	-6181146.4136084988713264	3438.2458881428874520	6245.2005355297924325	-2870.9050556157922074
755147076.0000000000000000	-2002217.1834804862737656	-1661022.9697770548518747	-6209451.8655038196593523	3464.5016903377018025	6267.2013102092078043	-2790.1243863939816947
755147086.0000000000000000	-1967442.7673404123634100	-1598244.3503321374300867	-6236947.7000111257657409	3490.3060176982503435	6288.3864102329871457	-2708.9833233951007969
755147096.0000000000000000	-1932412.5789937530644238	-1535257.9693713374435902	-6263630.3656246010214090	3515.6555897499101775	6308.7531793053803995	-2627.4923599482362988
755147106.0000000000000000	-1897131.1821539092343301	-1472072.0230539075564593	-6289496.4159777518361807	3540.5471841452326771	6328.2990647690703554	-2545.6620303775343928
755147116.0000000000000000	-1861603.1724657667800784	-1408694.7325466142501682	-6314542.5102470247074962	3564.9776369882611107	6347.0216178122655037	-2463.5029087355992488
755147126.0000000000000000	-1825833.1769195855595171	-1345134.3429842889308929	-6338765.4135427558794618	3588.9438431525327360	6364.9184936657075013	-2381.0256075369206883
755147136.0000000000000000	-1789825.8532617411110550	-1281399.1224284600466490	-6362161.9972874596714973	3612.4427565928344848	6381.9874517897033002	-2298.2407764913682513
755147146.0000000000000000	-1753585.8894023792818189	-1217497.3608241626061499	-6384729.2395814480260015	3635.4713906507736283	6398.2263560512865297	-2215.1591012377898551
755147156.0000000000000000	-1717118.0028200454544276	-1153437.3689550261478871	-6406464.2255557905882597	3658.0268183542261795	6413.6331748916272772	-2131.7913020777436941
755147166.0000000000000000	-1680426.9399633498396724	-1089227.4773967363871634	-6427364.1477126115933061	3680.1061727107285151	6428.2059814837793965	-2048.1481327093906657
755147176.0000000000000000	-1643517.4756497291382402	-1024876.0354689677478746	-6447426.3062527235597372	3701.7066469948690610	6441.9429538808826692	-1964.2403789615657388
755147186.0000000000000000	-1606394.4124613637104630	-960391.4101858809590340	-6466648.1093906080350280	3722.8254950297432515	6454.8423751548998553	-1880.0788575280434998
755147196.0000000000000000	-1569062.5801383093930781	-895781.9852052797796205	-6485027.0736567350104451	3743.4600314625290594	6466.9026335259959524	-1795.6744147020092441
755147206.0000000000000000	-1531526.8349689040333033	-831056.1597765211481601	-6502560.8241872321814299	3763.6076320342367580	6478.1222224826396996	-1711.0379251107392520
755147216.0000000000000000	-1493792.0591775036882609	-766222.3476872700266540	-6519247.0950008975341916	3783.2657338436920327	6488.4997408925191849	-1626.1802904504943399
755147226.0000000000000000	-1455863.1603096085600555	-701288.9762091902084649	-6535083.7292635673657060	3802.4318356058038262	6498.0338931043515913	-1541.1124382216212325
755147236.0000000000000000	-1417745.0706144343130291	-636264.4850426628254354	-6550068.6795398313552141	3821.1034979041673978	6506.7234890406652994	-1455.8453204638556144
755147246.0000000000000000	-1379442.7464249860495329	-571157.3252606217283756	-6564200.0080321058630943	3839.2783434380539802	6514.5674442816225564	-1370.3899124918173129
755147256.0000000000000000	-1340961.1675356891937554	-505975.9582515951478854	-6577475.8868070580065250	3856.9540572638329650	6521.5647801399636592	-1284.7572116306823773
755147266.0000000000000000	-1302305.3365776352584362	-440728.8546620417619124	-6589894.5980093926191330	3874.1283870308716359	6527.7146237271235805	-1198.9582359520134105
755147276.0000000000000000	-1263480.2783914944157004	-375424.4933380698203109	-6601454.5340629965066910	3890.7991432119574711	6533.0162080105965288	-1113.0040230097299627
755147286.0000000000000000	-1224491.0393981521483511	-310071.3602666259976104	-6612154.1978594390675426	3906.9641993282821204	6537.4688718625884576	-1026.9056285761921572
755147296.0000000000000000	-1185342.6869671230670065	-244677.9475162409944460	-6621992.2029338413849473	3922.6214921690238953	6541.0720601000239185	-940.6741253783744696
755147306.0000000000000000	-1146040.3087827949784696	-179252.7521774182969239	-6630967.2736280998215079	3937.7690220055701502	6543.8253235159445467	-854.3206018340977153
755147316.0000000000000000	-1106589.0122085583861917	-113804.2753027517464943	-6639078.2452414790168405	3952.4048528004063883	6545.7283189023473824	-767.8561607882894577
755147326.0000000000000000	-1066993.9236488728784025	-48341.0208468572091078	-6646324.0641685631126165	3966.5271124107080141	6546.7808090644930417	-681.2919182492396430
755147336.0000000000000000	-1027260.1879093241877854	17128.5053937961492920	-6652703.7880245689302683	3980.1339927866597463	6546.9826628267292108	-594.6390021248162157
755147346.0000000000000000	-987392.9675547246588394	82595.7968410705798306	-6658216.5857580238953233	3993.2237501645322482	6546.3338550298449263	-507.9085509586029161
755147356.0000000000000000	-947397.4422653085784987	148052.3471952757390682	-6662861.7377508040517569	4005.7947052545337101	6544.8344665199874726	-421.1117126659231644
755147366.0000000000000000	-907278.8081910752225667	213489.6514951318094973	-6666638.6359055293723941	4017.8452434234623070	6542.4846841291573583	-334.2596432697088744
755147376.0000000000000000	-867042.2773043313063681	278899.2071774954092689	-6669546.7837203200906515	4029.3738148721704420	6539.2848006472959241	-247.3635056361749776
755147386.0000000000000000	-826693.0767504847608507	344272.5151367645594291	-6671585.7963509066030383	4040.3789348078626062	6535.2352147859774050	-160.4344682102585011
755147396.0000000000000000	-786236.4481971410568804	409601.0807838783366606	-6672755.4006600901484489	4050.8591836112323108	6530.3364311337054460	-73.4837037507807622
755147406.0000000000000000	-745677.6471815543482080	474876.4151048277853988	-6673055.4352545607835054	4060.8132069984503687	6524.5890601028213496	13.4776119347095431
755147416.0000000000000000	-705021.9424564838409424	540090.0357185938628390	-6672485.8505090530961752	4070.2397161780099850	6517.9938178680076817	100.4383012554528278
755147426.0000000000000000	-664274.6153345081256703	605233.4679344283649698	-6671046.7085778508335352	4079.1374880024295635	6510.5515262963936038	187.3871861033978803
755147436.0000000000000000	-623440.9590308475308120	670298.2458083936944604	-6668738.1833936292678118	4087.5053651148159588	6502.2631128692319180	274.3130891195637560
755147446.0000000000000000	-582526.2780047471169382	735275.9131990774767473	-6665560.5606536297127604	4095.3422560902831719	6493.1296105951414575	361.2048349608860462
755147456.0000000000000000	-541535.8872994708362967	800158.0248223971575499	-6661514.2377931633964181	4102.6471355722214867	6483.1521579148884484	448.0512515675862915
755147466.0000000000000000	-500475.1118809586623684	864936.1473054098896682	-6656599.7239464400336146	4109.4190444034074972	6472.3319985976713724	534.8411714311039304
755147476.0000000000000000	-459349.2859751991927624	929601.8602390431333333	-6650817.6398947145789862	4115.6570897519441132	6460.6704816288920483	621.5634328626281331
755147486.0000000000000000	-418163.7524043680168688	994146.7572296593571082	-6644168.7180017428472638	4121.3604452320132623	6448.1690610893647317	708.2068812622660516
755147496.0000000000000000	-376923.8619217848754488	1058562.4469493709038943	-6636653.8021365441381931	4126.5283510194276460	6434.8292960259268511	794.7603703888806876
755147506.0000000000000000	-335634.9725457413005643	1122840.5541850172448903	-6628273.8475834615528584	4131.1601139619524474	6420.6528503134068160	881.2127636306327076
755147516.0000000000000000	-294302.4488922514137812	1186972.7208857177756727	-6619029.9209395144134760	4135.2551076843865303	6405.6414925079025124	967.5529352762549706
755147526.0000000000000000	-252931.6615067782113329	1250950.6072089157532901	-6608923.1999990306794643	4138.8127726883622017	6389.7970956913095506	1053.7697717870894394
755147536.0000000000000000	-211527.9861949881305918	1314765.8925648212898523	-6597954.9736255593597889	4141.8326164468417119	6373.1216373070537884	1139.8521730699119416
755147546.0000000000000000	-170096.8033525876817293	1378410.2766591690015048	-6586126.6416110470890999	4144.3142134932768386	6355.6171989869544632	1225.7890537505670636
755147556.0000000000000000	-128643.4972942949971184	1441875.4805341982282698	-6573439.7145222788676620	4146.2572055053933582	6337.2859663691669994	1311.5693444484347765
755147566.0000000000000000	-87173.4555820008099545	1505153.2476077699102461	-6559895.8135345634073019	4147.6613013835694801	6318.1302289071263658	1397.1819930517458488
755147576.0000000000000000	-45692.0683521726386971	1568235.3447105251252651	-6545496.6702526658773422	4148.5262773237554939	6298.1523796694254997	1482.6159659937595734
755147586.0000000000000000	-4204.7276425574164023	1631113.5631209989078343	-6530244.1265189731493592	4148.8519768848991589	6277.3549151305496707	1567.8602495298159738
755147596.0000000000000000	37283.1732817625816097	1693779.7195985941216350	-6514140.1342088840901852	4148.6383110508313621	6255.7404349523940255	1652.9038510152684012
755147606.0000000000000000	78766.2406029046687763	1756225.6574143243487924	-6497186.7550134155899286	4147.8852582865565637	6233.3116417564742733	1737.7358001843001603
755147616.0000000000000000	120239.0806252554757521	1818443.2473792319651693	-6479386.1602090168744326	4146.5928645888971005	6210.0713408867559338	1822.3451504296265284
755147626.0000000000000000	161696.3004510186437983	1880424.3888703878037632	-6460740.6304145818576217	4144.7612435314467803	6186.0224401630039210	1906.7209800830767108
755147636.0000000000000000	203132.5086561833159067	1942161.0108543755486608	-6441252.5553356520831585	4142.3905763037591896	6161.1679496245697010	1990.8523936970461818
755147646.0000000000000000	244542.3159668554726522	2003645.0729081667959690	-6420924.4334957990795374	4139.4811117447316064	6135.5109812645214333	2074.7285233268089542
755147656.0000000000000000	285920.3359358938760124	2064868.5662372880615294	-6399758.8719551805406809	4136.0331663701026628	6109.0547487540170550	2158.3385298136704478
755147666.0000000000000000	327261.1856197911547497	2125823.5146911824122071	-6377758.5860162638127804	4132.0471243940164641	6081.8025671568293546	2241.6716040689407237
755147676.0000000000000000	368559.4862557408050634	2186501.9757756665349007	-6354926.3989166971296072	4127.5234377445749487	6053.7578526339129894	2324.7169683586994324
755147686.0000000000000000	409809.8639388291630894	2246896.0416623847559094	-6331265.2415093407034874	4122.4626260733193703	6024.9241221379234048	2407.4638775893226921
755147696.0000000000000000	451006.9502992915804498	2306997.8401951552368701	-6306778.1519294288009405	4116.8652767585590482	5995.3049930975703319	2489.9016205937346058
755147706.0000000000000000	492145.3831797710154206	2366799.5358931096270680	-6281468.2752488711848855	4110.7320449024873596	5964.9041830917103653	2572.0195214183413555
755147716.0000000000000000	533219.8073125161463395	2426293.3309505218639970	-6255338.8631176836788654	4104.0636533219994817	5933.7255095130603877	2653.8069406106019414
755147726.0000000000000000	574224.8749964558519423	2485471.4662332227453589	-6228393.2733925338834524	4096.8608925331418504	5901.7728892214354346	2735.2532765071809990
755147736.0000000000000000	615155.2467740864958614	2544326.2222714913077652	-6200634.9697524067014456	4089.1246207291114843	5869.0503381863863979	2816.3479665226282123
755147746.0000000000000000	656005.5921081060077995	2602849.9202493219636381	-6172067.5213013822212815	4080.8557637517278636	5835.5619711191357055	2897.0804884385188416
755147756.0000000000000000	696770.5900577297434211	2661034.9229899556376040	-6142694.6021585157141089	4072.0553150562918745	5801.3120010936927429	2977.4403616929885175
755147766.0000000000000000	737444.9299546221736819	2718873.6359375673346221	-6112519.9910348244011402	4062.7243356697522358	5766.3047391570398759	3057.4171486705854477
755147776.0000000000000000	778023.3120783758349717	2776358.5081350016407669	-6081547.5707973735406995	4052.8639541420939167	5730.5445939282662948	3137.0004559923581837
755147786.0000000000000000	818500.4483314699027687	2833482.0331974416039884	-6049781.3280204581096768	4042.4753664908585051	5694.0360711865487247	3216.1799358060961822
755147796.0000000000000000	858871.0629136397037655	2890236.7502819043584168	-6017225.3525238856673241	4031.5598361387169462	5656.7837734478480343	3294.9452870766258457
755147806.0000000000000000	899129.8929955861531198	2946615.2450524438172579	-5983883.8368983538821340	4020.1186938439973346	5618.7923995302198819	3373.2862568760660906
755147816.0000000000000000	939271.6893919557332993	3002610.1506409510038793	-5949761.0760179273784161	4008.1533376240863618	5580.0667441076138857	3451.1926416739365777
755147826.0000000000000000	979291.2172335179056972	3058214.1486034323461354	-5914861.4665396148338914	3995.6652326716075549	5540.6116972520549098	3528.6542886270094641
755147836.0000000000000000	1019183.2566384678939357	3113419.9698716532438993	-5879189.5063900472596288	3982.6559112632899087	5500.4322439640855009	3605.6610968687841705
755147846.0000000000000000	1058942.6033827811479568	3168220.3957000272348523	-5842749.7942392658442259	3969.1269726614314095	5459.5334636913576105	3682.2030187984641998
755147856.0000000000000000	1098564.0695695453323424	3222608.2586076287552714	-5805547.0289616230875254	3955.0800830078669605	5417.9205298352653699	3758.2700613693036757
755147866.0000000000000000	1138042.4842971940524876	3276576.4433152135461569	-5767586.0090838037431240	3940.5169752103479368	5375.5987092454943195	3833.8522873761876326
755147876.0000000000000000	1177372.6943265658337623	3330117.8876771247014403	-5728871.6322199730202556	3925.4394488212383294	5332.5733617023934130	3908.9398167423032646
755147886.0000000000000000	1216549.5647467109374702	3383225.5836079581640661	-5689408.8944940669462085	3909.8493699084351647	5288.8499393870415588	3983.5228278047529784
755147896.0000000000000000	1255567.9796393695287406	3435892.5780038707889616	-5649202.8899492276832461	3893.7486709184172469	5244.4339863389177481	4057.5915585989519059
755147906.0000000000000000	1294422.8427420384250581	3488111.9736583991907537	-5608258.8099444042891264	3877.1393505313340029	5199.3311379010538076	4131.1363081416493515
755147916.0000000000000000	1333109.0781095505226403	3539876.9301726692356169	-5566581.9425381338223815	3860.0234735080334758	5153.5471201525788274	4204.1474377124022794
755147926.0000000000000000	1371621.6307740830816329	3591180.6648598657920957	-5524177.6718595093116164	3842.4031705289403362	5107.0877493285370292	4276.6153721333312205
755147936.0000000000000000	1409955.4674035129137337	3642016.4536438388749957	-5481051.4774663643911481	3824.2806380246906883	5059.9589312268990398	4348.5306010469703324
755147946.0000000000000000	1448105.5769580372143537	3692377.6319517134688795	-5437208.9336906885728240	3805.6581379984304476	5012.1666606026465161	4419.8836801920251673
755147956.0000000000000000	1486066.9713449755217880	3742257.5956003759056330	-5392655.7089712964370847	3786.5379978396840670	4963.7170205488546344	4490.6652326768480634
755147966.0000000000000000	1523834.6860716666560620	3791649.8016767064109445	-5347397.5651737749576569	3766.9226101297049354	4914.6161818646705797	4560.8659502504278862
755147976.0000000000000000	1561403.7808963777497411	3840547.7694114232435822	-5301440.3568977303802967	3746.8144324382151353	4864.8704024100989045	4630.4765945706785715
755147986.0000000000000000	1598769.3404771357309073	3888945.0810464113019407	-5254790.0307713728398085	3726.2159871114454290	4814.4860264475119038	4699.4879984698300177
755147996.0000000000000000	1635926.4750183962751180	3936835.3826953973621130	-5207452.6247334582731128	3705.1298610513886160	4763.4694839697995121	4767.8910672166848599
755148006.0000000000000000	1672870.3209154608193785	3984212.3851978396996856	-5159434.2673026230186224	3683.5587054861766774	4711.8272900150823261	4835.6767797755255742
755148016.0000000000000000	1709596.0413965524639934	4031069.8649658979848027	-5110741.1768341520801187	3661.5052357314998517	4659.5660439679131741	4902.8361900614345359
755148026.0000000000000000	1746098.8271624611224979	4077401.6648243470117450	-5061379.6607642099261284	3638.9722309404564839	4606.6924288388681816	4969.3604281883190197
755148036.0000000000000000	1782373.8970229672268033	4123201.6948410756886005	-5011356.1148425396531820	3615.9625336802218953	4553.2132100089193045	5035.2407014868058468
755148046.0000000000000000	1818416.4985310235060751	4168463.9331514360383153	-4960677.0223521972075105	3592.4790500910726223	4499.1352358408312284	5100.4682963330487837
755148056.0000000000000000	1854221.9086170727387071	4213182.4267841633409262	-4909348.9533129623159766	3568.5247493608962941	4444.4654361300572418	5165.0345790424216830
755148066.0000000000000000	1889785.4342168052680790	4257351.2924677338451147	-4857378.5636775707826018	3544.1026633450451300	4389.2108210336491538	5228.9309969715377520
755148076.0000000000000000	1925102.4128970305901021	4300964.7174321822822094	-4804772.5945142442360520	3519.2158863621866658	4333.3784805748427971	5292.1490798707318390
755148086.0000000000000000	1960168.2134788008406758	4344016.9602037994191051	-4751537.8711766339838505	3493.8675748907508023	4276.9755838479295562	5354.6804411073035226
755148096.0000000000000000	1994978.2366574502084404	4386502.3513918081298470	-4697681.3024615570902824	3468.0609472557962363	4220.0093782091735193	5416.5167788831076905
755148106.0000000000000000	2029527.9156194559764117	4428415.2944668820127845	-4643209.8797545889392495	3441.7992833062344289	4162.4871884537442384	5477.6498774462206711
755148116.0000000000000000	2063812.7166560224723071	4469750.2665313575416803	-4588130.6761635662987828	3415.0859240823406253	4104.4164159786332675	5538.0716082963836016
755148126.0000000000000000	2097828.1397732915356755	4510501.8190810102969408	-4532450.8456400735303760	3387.9242714734955371	4045.8045379315385617	5597.7739313839374518
755148136.0000000000000000	2131569.7192990817129612	4550664.5787582462653518	-4476177.6220889668911695	3360.3177878660949318	3986.6591063456990014	5656.7488963019541188
755148146.0000000000000000	2165033.0244860555976629	4590233.2480965750291944	-4419318.3184660188853741	3332.2699957815771086	3926.9877472606663105	5714.9886434712570917
755148156.0000000000000000	2198213.6601112210191786	4629202.6062562167644501	-4361880.3258637441322207	3303.7844775045100505	3866.7981598290161855	5772.4854053180315532
755148166.0000000000000000	2231107.2670716596767306	4667567.5097507080063224	-4303871.1125854915007949	3274.8648747006918711	3806.0981154089977281	5829.2315074437101430
755148176.0000000000000000	2263709.5229763877578080	4705322.8931643627583981	-4245298.2232078732922673	3245.5148880252213530	3744.8954566431311832	5885.2193697868215168
755148186.0000000000000000	2296016.1427342495881021	4742463.7698604492470622	-4186169.2776316236704588	3215.7382767204931042	3683.1980965227721754	5940.4415077764897433
755148196.0000000000000000	2328022.8791377358138561	4778985.2326799435541034	-4126491.9701209571212530	3185.5388582040809524	3621.0140174386592662	5994.8905334772553033
755148206.0000000000000000	2359725.5234426339156926	4814882.4546307176351547	-4066274.0683315298520029	3154.9205076464750164	3558.3512702174821243	6048.5591567248957290
755148216.0000000000000000	2391119.9059434030205011	4850150.6895670229569077	-4005523.4123270856216550	3123.8871575386410768	3495.2179731444994104	6101.4401862529266509
755148226.0000000000000000	2422201.8965441747568548	4884785.2728591328486800	-3944247.9135848875157535	3092.4427972493786001	3431.6223109722527624	6153.5265308094376451
755148236.0000000000000000	2452967.4053252749145031	4918781.6220529992133379	-3882455.5539900287985802	3060.5914725724505843	3367.5725339154269022	6204.8112002639445564
755148246.0000000000000000	2483412.3831051662564278	4952135.2375197922810912	-3820154.3848187262192369	3028.3372852634711307	3303.0769566319149817	6255.2873067039145099
755148256.0000000000000000	2513532.8219977086409926	4984841.7030951790511608	-3757352.5257107038050890	2995.6843925665352799	3238.1439571901501040	6304.9480655206280062
755148266.0000000000000000	2543324.7559646349400282	5016896.6867082109674811	-3694058.1636307705193758	2962.6370067305811062	3172.7819760227803272	6353.7867964840361310
755148276.0000000000000000	2572784.2613631375133991	5048295.9409996755421162	-3630279.5518197063356638	2929.1993945154822541	3106.9995148667626381	6401.7969248062754559
755148286.0000000000000000	2601907.4574884660542011	5079035.3039297852665186	-3566025.0087345708161592	2895.3758766878663664	3040.8051356899677558	6448.9719821934959327
755148296.0000000000000000	2630690.5071114306338131	5109110.6993750622496009	-3501302.9169785548001528	2861.1708275066666829	2974.2074596043858037	6495.3056078856525346
755148306.0000000000000000	2659129.6170107107609510	5138518.1377142909914255	-3436121.7222204944118857	2826.5886741984177206	2907.2151657660415367	6540.7915496839250409
755148316.0000000000000000	2687221.0384998638182878	5167253.7164034033194184	-3370489.9321041745133698	2791.6338964223045878	2839.8369902617237130	6585.4236649654139910
755148326.0000000000000000	2714961.0679489355534315	5195313.6205391660332680	-3304416.1151475501246750	2756.3110257249877577	2772.0817249826527586	6629.1959216847617427
755148336.0000000000000000	2742346.0473005655221641	5222694.1234115371480584	-3237908.8996320189908147	2720.6246449852287697	2703.9582164852085953	6672.1023993623630304
755148346.0000000000000000	2769372.3645804892294109	5249391.5870445705950260	-3170976.9724818803369999	2684.5793878483436856	2635.4753648388550573	6714.1372900588121411
