time	x	y	z	Vx	Vy	Vz
755149276.0000000000000000	3393885.6270724125206470	4559193.5183277223259211	3592834.1429627458564937	-1472.0166492658597690	-3978.8088901237501886	6427.3994698885653634
755149286.0000000000000000	3378943.4358941861428320	4519107.6255533304065466	3656870.6661949967965484	-1516.3886052112011384	-4038.2816666244607404	6379.7653070486849174
755149296.0000000000000000	3363558.5243130889721215	4478429.6579455351457000	3720426.6623490322381258	-1560.5597599507179893	-4097.2225639643684190	6331.2951269938866972
755149306.0000000000000000	3347732.9293893962167203	4437164.9729577945545316	3783493.8036177181638777	-1604.5243087509491033	-4155.6238621919128491	6281.9954209060042558
755149316.0000000000000000	3331468.7460821350105107	4395319.0048688808456063	3846063.8276493879966438	-1648.2764767229325571	-4213.4779163595794671	6231.8727885238913586
755149326.0000000000000000	3314768.1269468115642667	4352897.2640279615297914	3908128.5386282061226666	-1691.8105195867974544	-4270.7771574963044259	6180.9339371000787651
755149336.0000000000000000	3297633.2818255266174674	4309905.3360900385305285	3969679.8083440358750522	-1735.1207244288270886	-4327.5140935646422804	6129.1856803445862170
755149346.0000000000000000	3280066.4775295620784163	4266348.8812418896704912	4030709.5772516806609929	-1778.2014104509059962	-4383.6813104026387009	6076.6349373562488836
755149356.0000000000000000	3262070.0375145091675222	4222233.6334186671301723	4091209.8555193766951561	-1821.0469297122654098	-4439.2714726503563725	6023.2887315419166043
755149366.0000000000000000	3243646.3415480186231434	4177565.3995113098062575	4151172.7240664227865636	-1863.6516678634509390	-4494.2773246610122442	5969.1541895238960933
755149376.0000000000000000	3224797.8253702498041093	4132350.0585649199783802	4210590.3355898214504123	-1906.0100448724385842	-4548.6916913966970242	5914.2385400359889900
755149386.0000000000000000	3205526.9803471001796424	4086593.5609682612121105	4269454.9155798312276602	-1948.1165157428340535	-4602.5074793086523641	5858.5491128084868251
755149396.0000000000000000	3185836.3531162897124887	4040301.9276345279067755	4327758.7633243072777987	-1989.9655712240926277	-4655.7176772020857243	5802.0933374424721478
755149406.0000000000000000	3165728.5452263858169317	3993481.2491735476069152	4385494.2529017431661487	-2031.5517385137077326	-4708.3153570855256476	5744.8787422737823363
755149416.0000000000000000	3145206.2127688452601433	3946137.6850555650889874	4442653.8341628909111023	-2072.8695819513136485	-4760.2936750047074383	5686.9129532269807896
755149426.0000000000000000	3124272.0660031558945775	3898277.4627667651511729	4499230.0337008824571967	-2113.9137037046625665	-4811.6458718610074357	5628.2036926596820194
755149436.0000000000000000	3102928.8689751597121358	3849906.8769566882401705	4555215.4558097403496504	-2154.6787444474343829	-4862.3652742144322474	5568.7587781975689722
755149446.0000000000000000	3081179.4391286396421492	3801032.2885776939801872	4610602.7834311947226524	-2195.1593840288464889	-4912.4452950712002348	5508.5861215604418248
755149456.0000000000000000	3059026.6469102483242750	3751660.1240166239440441	4665384.7790897227823734	-2235.3503421350342251	-4961.8794346559279802	5447.6937273796247609
755149466.0000000000000000	3036473.4153678687289357	3701796.8742188229225576	4719554.2858157129958272	-2275.2463789421799447	-5010.6612811684808548	5386.0896920070636043
755149476.0000000000000000	3013522.7197424811311066	3651449.0938046635128558	4773104.2280566832050681	-2314.8422957613697690	-5058.7845115255131532	5323.7822023164280836
755149486.0000000000000000	2990177.5870536239817739	3600623.4001787360757589	4826027.6125764735043049	-2354.1329356751684827	-5106.2428920867605484	5260.7795344965461481
755149496.0000000000000000	2966441.0956785320304334	3549326.4726318484172225	4878317.5293423328548670	-2393.1131841658975645	-5153.0302793661367105	5197.0900528374659189
755149506.0000000000000000	2942316.3749250308610499	3497565.0514359921216965	4929967.1523998314514756	-2431.7779697356181714	-5199.1406207277032081	5132.7222085094645081
755149516.0000000000000000	2917806.6045982753857970	3445345.9369324250146747	4980969.7407355317845941	-2470.1222645178131643	-5244.5679550665718125	5067.6845383352929275
755149526.0000000000000000	2892915.0145614100620151	3392675.9886130164377391	5031318.6391273448243737	-2508.1410848807786351	-5289.3064134748246943	5001.9856635559517599
755149536.0000000000000000	2867644.8842902397736907	3339562.1241950122639537	5081007.2789825173094869	-2545.8294920227267539	-5333.3502198925234552	4935.6342885902840862
755149546.0000000000000000	2841999.5424219886772335	3286011.3186893602833152	5130029.1791631830856204	-2583.1825925586167614	-5376.6936917438970340	4868.6391997886639729
755149556.0000000000000000	2815982.3662982340902090	3232030.6034627496264875	5178377.9467994235455990	-2620.1955390987286592	-5419.3312405587903413	4801.0092641810515488
755149566.0000000000000000	2789596.7815020941197872	3177627.0652935090474784	5226047.2780897812917829	-2656.8635308190005162	-5461.2573725794782149	4732.7534282196829736
755149576.0000000000000000	2762846.2613897528499365	3122807.8454215084202588	5273030.9590891739353538	-2693.1818140231503094	-5502.4666893529265508	4663.8807165166490449
755149586.0000000000000000	2735734.3266164069063962	3067580.1385922105982900	5319322.8664841605350375	-2729.1456826966095832	-5542.9538883086170244	4594.4002305766161953
755149596.0000000000000000	2708264.5446567134931684	3011951.1920950170606375	5364916.9683555131778121	-2764.7504790523021256	-5582.7137633220290809	4524.3211475249345312
755149606.0000000000000000	2680440.5293198185972869	2955928.3047960507683456	5409807.3249280434101820	-2799.9915940682935798	-5621.7412052638883324	4453.6527188313630177
755149616.0000000000000000	2652265.9402590519748628	2899518.8261655149981380	5453988.0893076499924064	-2834.8644680173547385	-5660.0312025352950513	4382.4042690296455476
755149626.0000000000000000	2623744.4824763666838408	2842730.1552997734397650	5497453.5082055395469069	-2869.3645909884694447	-5697.5788415888418967	4310.5851944331607228
755149636.0000000000000000	2594879.9058216013945639	2785569.7399382870644331	5540197.9226495837792754	-2903.4875034003343899	-5734.3793074358391095	4238.2049618468481640
755149646.0000000000000000	2565676.0044866492971778	2728045.0754755483940244	5582215.7686827825382352	-2937.2287965068871927	-5770.4278841397563156	4165.2731072756323556
755149656.0000000000000000	2536136.6164946118369699	2670163.7039681496098638	5623501.5780487898737192	-2970.5841128949118684	-5805.7199552960100846	4091.7992346295259267
755149666.0000000000000000	2506265.6231840141117573	2611933.2131371209397912	5664049.9788644788786769	-3003.5491469737644366	-5840.2510044982063846	4017.7930144256165477
755149676.0000000000000000	2476066.9486881643533707	2553361.2353656729683280	5703855.6962795089930296	-3036.1196454572727816	-5874.0166157909679896	3943.2641824871116114
755149686.0000000000000000	2445544.5594097310677171	2494455.4466924783773720	5742913.5531228724867105	-3068.2914078378530576	-5907.0124741094596175	3868.2225386396185058
755149696.0000000000000000	2414702.4634906188584864	2435223.5658006230369210	5781218.4705363856628537	-3100.0602868528976614	-5939.2343657057372184	3792.6779454048310072
755149706.0000000000000000	2383544.7102772193029523	2375673.3530023610219359	5818765.4685951117426157	-3131.4221889434884361	-5970.6781785620460141	3716.6403266917750443
755149716.0000000000000000	2352075.3897811118513346	2315812.6092197992838919	5855549.6669146791100502	-3162.3730747054842141	-6001.3399027911827943	3640.1196664857748146
755149726.0000000000000000	2320298.6321352925151587	2255649.1749616437591612	5891566.2852454781532288	-3192.9089593330386379	-6031.2156310240479797	3563.1260075352806780
755149736.0000000000000000	2288218.6070460043847561	2195190.9292961335740983	5926810.6440537227317691	-3223.0259130546028246	-6060.3015587845093251	3485.6694500366957072
755149746.0000000000000000	2255839.5232402463443577	2134445.7888202895410359	5961278.1650893427431583	-3252.7200615614683556	-6088.5939848516982238	3407.7601503173359561
755149756.0000000000000000	2223165.6279090316966176	2073421.7066256026737392	5994964.3719407003372908	-3281.9875864289024321	-6116.0893116098513929	3329.4083195166472251
755149766.0000000000000000	2190201.2061464744620025	2012126.6712602837942541	6027864.8905761139467359	-3310.8247255299343124	-6142.7840453858252658	3250.6242222657942875
755149776.0000000000000000	2156950.5803847722709179	1950568.7056882022880018	6059975.4498721621930599	-3339.2277734418466935	-6168.6747967743940535	3171.4181753657380796
755149786.0000000000000000	2123418.1098251631483436	1888755.8662446297239512	6091291.8821287713944912	-3367.1930818454252403	-6193.7582809514442488	3091.8005464639004458
755149796.0000000000000000	2089608.1898649218492210	1826696.2415889133699238	6121810.1235710540786386	-3394.7170599170244714	-6218.0313179751883581	3011.7817527295164837
755149806.0000000000000000	2055525.2515204758383334	1764397.9516541964840144	6151526.2148379012942314	-3421.7961747134995676	-6241.4908330754942654	2931.3722595277686196
755149816.0000000000000000	2021173.7608467037789524	1701869.1465943036600947	6180436.3014573054388165	-3448.4269515500627676	-6264.1338569314548295	2850.5825790927851813
755149826.0000000000000000	1986558.2183524924330413	1639118.0057279099710286	6208536.6343084126710892	-3474.6059743711102783	-6285.9575259372868459	2769.4232691995871392
755149836.0000000000000000	1951683.1584126199595630	1576152.7364801077637821	6235823.5700702872127295	-3500.3298861140783629	-6306.9590824566803349	2687.9049318350544127
755149846.0000000000000000	1916553.1486760347615927	1512981.5733214886859059	6262293.5716573791578412	-3525.5953890663745369	-6327.1358750656818302	2606.0382118679849555
755149856.0000000000000000	1881172.7894705997314304	1449612.7767048527020961	6287943.2086416920647025	-3550.3992452154343482	-6346.4853587842244451	2523.8337957183071012
755149866.0000000000000000	1845546.7132043703459203	1386054.6319996584206820	6312769.1576616354286671	-3574.7382765919528538	-6365.0050952963911186	2441.3024100255106532
755149876.0000000000000000	1809679.5837634741328657	1322315.4484243269544095	6336768.2028175629675388	-3598.6093656063362687	-6382.6927531595010805	2358.4548203163435574
755149886.0000000000000000	1773576.0959066594950855	1258403.5579765106085688	6359937.2360539752990007	-3622.0094553784201707	-6399.5461080021177622	2275.3018296718328202
755149896.0000000000000000	1737240.9746565804816782	1194327.3143614360596985	6382273.2575284009799361	-3644.9355500604983717	-6415.5630427110490928	2191.8542773936705998
755149906.0000000000000000	1700678.9746878850273788	1130095.0919184326194227	6403773.3759669279679656	-3667.3847151537015634	-6430.7415476074374965	2108.1230376700091256
755149916.0000000000000000	1663894.8797121720854193	1065715.2845457531511784	6424434.8090063976123929	-3689.3540778177693937	-6445.0797206120014380	2024.1190182407042357
755149926.0000000000000000	1626893.5018598840106279	1001196.3046237974194810	6444254.8835232453420758	-3710.8408271742546276	-6458.5757673995185542	1939.8531590620432326
755149936.0000000000000000	1589679.6810591998510063	936546.5819368436932564	6463231.0359489843249321	-3731.8422146031912234	-6471.2280015426076716	1855.3364309709852478
755149946.0000000000000000	1552258.2844119940418750	871774.5625933955889195	6481360.8125723358243704	-3752.3555540332663440	-6483.0348446448851973	1770.5798343489479976
755149956.0000000000000000	1514634.2055669259279966	806888.7079452503239736	6498641.8698279857635498	-3772.3782222255281340	-6493.9948264635577289	1685.5943977851641193
755149966.0000000000000000	1476812.3640897248405963	741897.4935053937369958	6515071.9745719823986292	-3791.9076590506556386	-6504.1065850215072714	1600.3911767396314190
755149976.0000000000000000	1438797.7048307340592146	676809.4078648267313838	6530649.0043437546119094	-3810.9413677598249706	-6513.3688667089309092	1514.9812522056793114
755149986.0000000000000000	1400595.1972897774539888	611632.9516084269853309	6545370.9476147573441267	-3829.4769152491935529	-6521.7805263745776756	1429.3757293721694168
755149996.0000000000000000	1362209.8349784146994352	546376.6362299507018179	6559235.9040237367153168	-3847.5119323180315405	-6529.3405274066399215	1343.5857362853503219
755150006.0000000000000000	1323646.6347796451300383	481048.9830462766112760	6572242.0845986101776361	-3865.0441139205163381	-6536.0479418033401089	1257.6224225103801473
755150016.0000000000000000	1284910.6363051263615489	415658.5221109953126870	6584387.8119649644941092	-3882.0712194112161342	-6541.9019502332539560	1171.4969577925323847
755150026.0000000000000000	1246006.9012499691452831	350213.7911274469806813	6595671.5205411594361067	-3898.5910727842765482	-6546.9018420854026772	1085.2205307181000080
755150036.0000000000000000	1206940.5127451717853546	284723.3343613088363782	6606091.7567200427874923	-3914.6015629063258530	-6551.0470155091588822	998.8043473750085468
755150046.0000000000000000	1167716.5747077569831163	219195.7015528345364146	6615647.1790372673422098	-3930.1006437431151426	-6554.3369774439806861	912.2596300131511953
755150056.0000000000000000	1128340.2111886737402529	153639.4468288467614911	6624336.5583262117579579	-3945.0863345799020863	-6556.7713436390131392	825.5976157044575530
755150066.0000000000000000	1088816.5657185255549848	88063.1276145846495638	6632158.7778595006093383	-3959.5567202355859990	-6558.3498386625733474	738.8295550027061154
755150076.0000000000000000	1049150.8006511903367937	22475.3035455065983115	6639112.8334771199151874	-3973.5099512706046880	-6559.0722959015356537	651.9667106030937020
755150086.0000000000000000	1009348.0965053908294067	-43115.4646208501362707	6645197.8337011300027370	-3986.9442441885958033	-6558.9386575506405279	565.0203560015701214
755150096.0000000000000000	969413.6513042806182057	-108700.6160928527242504	6650412.9998369654640555	-3999.8578816318226927	-6557.9489745917317123	478.0017741539520557
755150106.0000000000000000	929352.6799131066072732	-174271.5911324980552308	6654757.6660613315179944	-4012.2492125703711281	-6556.1034067629361743	390.9222561348265117
755150116.0000000000000000	889170.4133750108303502	-239819.8321427795744967	6658231.2794966846704483	-4024.1166524851087161	-6553.4022225177841392	303.7930997962567972
755150126.0000000000000000	848872.0982450336450711	-305336.7847545950207859	6660833.4002722995355725	-4035.4586835444092685	-6549.8457989742846621	216.6256084263042681
755150136.0000000000000000	808462.9959223814075813	-370813.8989130947156809	6662563.7015719218179584	-4046.2738547746307631	-6545.4346218539458278	129.4310894073797158
755150146.0000000000000000	767948.3819810198619962	-436242.6299633698072284	6663421.9696680018678308	-4056.5607822243441660	-6540.1692854107377570	42.2208528744394442
755150156.0000000000000000	727333.5454986573895440	-501614.4397353797685355	6663408.1039425116032362	-4066.3181491223012927	-6534.0504923499966026	-44.9937896269574225
755150166.0000000000000000	686623.7883841791190207	-566920.7976280185393989	6662522.1168943382799625	-4075.5447060291307935	-6527.0790537372577091	-132.2015264827128931
755150176.0000000000000000	645824.4247035960434005	-632153.1816922187572345	6660764.1341332616284490	-4084.2392709805571940	-6519.2558888900266538	-219.3910473493312452
755150186.0000000000000000	604940.7800052543170750	-697303.0797108176629990	6658134.3943614484742284	-4092.4007294608832126	-6510.5820247389929136	-306.5510442674947171
755150196.0000000000000000	563978.1906433664262295	-762361.9902782742865384	6654633.2493410836905241	-4100.0280349540735187	-6501.0585970386255212	-393.6702135818081842
755150206.0000000000000000	522942.0030973516404629	-827321.4238883387297392	6650261.1638445882126689	-4107.1202088310719773	-6490.6868494740328970	-480.7372569530151623
755150216.0000000000000000	481837.5732937078573741	-892172.9040083661675453	6645018.7155966041609645	-4113.6763403668192041	-6479.4681331909150686	-567.7408825580635039
755150226.0000000000000000	440670.2659257283667102	-956907.9681553038535640	6638906.5952011942863464	-4119.6955869457433437	-6467.4039069358514098	-654.6698065591276645
755150236.0000000000000000	399445.4537718648789451	-1021518.1689708981430158	6631925.6060552829876542	-4125.1771741690854469	-6454.4957368941695677	-741.5127544458964621
755150246.0000000000000000	358168.5170130494516343	-1085995.0752952285110950	6624076.6642486667260528	-4130.1203959558060888	-6440.7452965175862118	-828.2584623777818251
755150256.0000000000000000	316844.8425490397494286	-1150330.2732384665869176	6615360.7984506068751216	-4134.5246146370409406	-6426.1543663415859555	-914.8956785260143079
755150266.0000000000000000	275479.8233138517825864	-1214515.3672507586888969	6605779.1497830022126436	-4138.3892610440807402	-6410.7248337925111628	-1001.4131644155901313
755150276.0000000000000000	234078.8575903458404355	-1278541.9811901259236038	6595332.9716801419854164	-4141.7138345898438274	-6394.4586929843208054	-1087.7996962670297307
755150286.0000000000000000	192647.3483240297937300	-1342401.7593882814981043	6584023.6297350423410535	-4144.4979033438175975	-6377.3580445049947230	-1174.0440663379099533
755150296.0000000000000000	151190.7024361462099478	-1406086.3677142595406622	6571852.6015323698520660	-4146.7411041004334038	-6359.4250951925359914	-1260.1350842641231793
755150306.0000000000000000	109714.3301361084595555	-1469587.4946357521694154	6558821.4764679539948702	-4148.4431424408403473	-6340.6621579005441163	-1346.0615784008223272
755150316.0000000000000000	68223.6442333522572881	-1532896.8522780488710850	6544931.9555548885837197	-4149.6037927880561256	-6321.0716512533081186	-1431.8123971630011511
755150326.0000000000000000	26724.0594486690242775	-1596006.1774804762098938	6530185.8512162361294031	-4150.2228984554476483	-6300.6560993903904091	-1517.3764103656592397
755150336.0000000000000000	-14779.0082749121356755	-1658907.2328502286691219	6514585.0870643258094788	-4150.3003716885123140	-6279.4181317006523386	-1602.7425105635020373
755150346.0000000000000000	-56280.1424616266012890	-1721591.8078134877141565	6498131.6976666608825326	-4149.8361936999272075	-6257.3604825456795879	-1687.8996143901172218
755150356.0000000000000000	-97773.9267927930341102	-1784051.7196637222077698	6480827.8282984374091029	-4148.8304146978216522	-6234.4859909725637408	-1772.8366638965719631
755150366.0000000000000000	-139254.9457968809874728	-1846278.8146070623770356	6462675.7346816770732403	-4147.2831539072421947	-6210.7976004159972945	-1857.5426278893694416
755150376.0000000000000000	-180717.7855397587409243	-1908264.9688046423252672	6443677.7827109880745411	-4145.1945995847654558	-6186.2983583896311757	-1942.0065032677023282
755150386.0000000000000000	-222157.0343150531407446	-1970002.0894118007272482	6423836.4481659540906549	-4142.5650090262242884	-6160.9914161666511063	-2026.2173163599375130
755150396.0000000000000000	-263567.2833345518447459	-2031482.1156140340026468	6403154.3164101634174585	-4139.3947085675063136	-6134.8800284495218875	-2110.1641242592631897
755150406.0000000000000000	-304943.1274185787769966	-2092697.0196595932357013	6381634.0820768857374787	-4135.6840935783766326	-6107.9675530288568552	-2193.8360161584278103
755150416.0000000000000000	-346279.1656862730160356	-2153638.8078886140137911	6359278.5487414095550776	-4131.4336284492956111	-6080.2574504313543002	-2277.2221146834990577
755150426.0000000000000000	-387570.0022457002196461	-2214299.5217586709186435	6336090.6285800412297249	-4126.6438465711771642	-6051.7532835567571965	-2360.3115772265618943
755150436.0000000000000000	-428810.2468837266205810	-2274671.2388666472397745	6312073.3420157888904214	-4121.3153503080529845	-6022.4587173037834873	-2443.0935972772808782
755150446.0000000000000000	-469994.5157555836485699	-2334746.0739668081514537	6287229.8173507302999496	-4115.4488109625935977	-5992.3775181849750879	-2525.5574057532439838
755150456.0000000000000000	-511117.4320740519906394	-2394516.1799849672242999	6261563.2903850916773081	-4109.0449687344453196	-5961.5135539304101258	-2607.6922723290017530
755150466.0000000000000000	-552173.6267981929704547	-2453973.7490286328829825	6235077.1040230356156826	-4102.1046326713349117	-5929.8707930802356714	-2689.4875067637135544
755150476.0000000000000000	-593157.7393215547781438	-2513111.0133930253796279	6207774.7078651832416654	-4094.6286806129032811	-5897.4533045659563868	-2770.9324602273150049
755150486.0000000000000000	-634064.4181597798597068	-2571920.2465628501959145	6179659.6577878827229142	-4086.6180591272109268	-5864.2652572804317970	-2852.0165266251078720
755150496.0000000000000000	-674888.3216375412885100	-2630393.7642097137868404	6150735.6155092399567366	-4078.0737834398805717	-5830.3109196365294338	-2932.7291439206796895
755150506.0000000000000000	-715624.1185747331473976	-2688523.9251850699074566	6121006.3481419282034039	-4068.9969373558219559	-5795.5946591143765545	-3013.0597954570512229
755150516.0000000000000000	-756266.4889718409394845	-2746303.1325085801072419	6090475.7277327943593264	-4059.3886731734942259	-5760.1209417971558651	-3092.9980112759517397
755150526.0000000000000000	-796810.1246944169979542	-2803723.8343517761677504	6059147.7307892860844731	-4049.2502115916577168	-5723.8943318953934067	-3172.5333694351170379
755150536.0000000000000000	-837249.7301565861562267	-2860778.5250169057399035	6027026.4377927128225565	-4038.5828416085669232	-5686.9194912596831273	-3251.6554973234965473
755150546.0000000000000000	-877580.0230035044951364	-2917459.7459108494222164	5994116.0326983649283648	-4027.3879204135550935	-5649.2011788817890192	-3330.3540729742662734
755150556.0000000000000000	-917795.7347926964284852	-2973760.0865139882080257	5960420.8024225197732449	-4015.6668732709626966	-5610.7442503840766221	-3408.6188263755252592
755150566.0000000000000000	-957891.6116741922451183	-3029672.1853439090773463	5925945.1363163450732827	-4003.4211933963561023	-5571.5536574972138624	-3486.4395407785600582
755150576.0000000000000000	-997862.4150693893898278	-3085188.7309138262644410	5890693.5256267394870520	-3990.6524418249937298	-5531.6344475260884792	-3563.8060540035576196
755150586.0000000000000000	-1037702.9223485589027405	-3140302.4626856045797467	5854670.5629441244527698	-3977.3622472724809995	-5490.9917628038847397	-3640.7082597426383472
755150596.0000000000000000	-1077407.9275069194845855	-3195006.1720172627829015	5817880.9416372217237949	-3963.5523059875704348	-5449.6308401342694197	-3717.1361088600824587
755150606.0000000000000000	-1116972.2418392002582550	-3249292.7031048396602273	5780329.4552748426795006	-3949.2243815970514333	-5407.5570102216261148	-3793.0796106896173114
755150616.0000000000000000	-1156390.6946126120164990	-3303154.9539185022003949	5742020.9970347201451659	-3934.3803049426792313	-5364.7756970892896788	-3868.5288343286306372
755150626.0000000000000000	-1195658.1337381489574909	-3356585.8771327766589820	5702960.5590994143858552	-3919.0219739100944025	-5321.2924174857234902	-3943.4739099291700768
755150636.0000000000000000	-1234769.4264401376713067	-3409578.4810507795773447	5663153.2320393249392509	-3903.1513532496774133	-5277.1127802785867971	-4017.9050299855848607
755150646.0000000000000000	-1273719.4599239553790540	-3462125.8305223300121725	5622604.2041828455403447	-3886.7704743892904844	-5232.2424858366412082	-4091.8124506186645704
755150656.0000000000000000	-1312503.1420418345369399	-3514221.0478558191098273	5581318.7609736910089850	-3869.8814352388480984	-5186.6873253994399420	-4165.1864928561226407
755150666.0000000000000000	-1351115.4019566720817238	-3565857.3137237145565450	5539302.2843154445290565	-3852.4863999866738595	-5140.4531804347543584	-4238.0175439092718079
755150676.0000000000000000	-1389551.1908037604298443	-3617027.8680615797638893	5496560.2519033541902900	-3834.5875988875823168	-5093.5460219836832039	-4310.2960584457277946
755150686.0000000000000000	-1427805.4823503585066646	-3667726.0109604806639254	5453098.2365434207022190	-3816.1873280426375459	-5045.9719099933945472	-4382.0125598579870712
755150696.0000000000000000	-1465873.2736530182883143	-3717945.1035526581108570	5408921.9054588275030255	-3797.2879491705393775	-4997.7369926374531133	-4453.1576415277013439
755150706.0000000000000000	-1503749.5857125823386014	-3767678.5688903424888849	5364037.0195837439969182	-3777.8918893705786104	-4948.8475056236875389	-4523.7219680854841499
755150716.0000000000000000	-1541429.4641267701517791	-3816919.8928175824694335	5318449.4328445568680763	-3758.0016408771157330	-4899.3097714895484387	-4593.6962766660726629
755150726.0000000000000000	-1578907.9797402648255229	-3865662.6248349668458104	5272165.0914285723119974	-3737.6197608055276760	-4849.1301988849145346	-4663.0713781586619007
755150736.0000000000000000	-1616180.2292922174092382	-3913900.3789571090601385	5225190.0330402432009578	-3716.7488708895721174	-4798.3152818423041026	-4731.8381584522285266
755150746.0000000000000000	-1653241.3360610823146999	-3961626.8345627728849649	5177530.3861449621617794	-3695.3916572101211386	-4746.8715990344462625	-4799.9875796756568889
755150756.0000000000000000	-1690086.4505066948477179	-4008835.7372375102713704	5129192.3692004885524511	-3673.5508699152087502	-4694.8058130191820965	-4867.5106814324681181
755150766.0000000000000000	-1726710.7509095077402890	-4055520.8996086819097400	5080182.2898760475218296	-3651.2293229313477241	-4642.1246694716464845	-4934.3985820299585612
755150776.0000000000000000	-1763109.4440068951807916	-4101676.2021727403625846	5030506.5442591737955809	-3628.4298936660607069	-4588.8349964037051905	-5000.6424797025447333
755150786.0000000000000000	-1799277.7656264391262084	-4147295.5941146402619779	4980171.6160503467544913	-3605.1555227015837772	-4534.9437033706062721	-5066.2336538291019679
755150796.0000000000000000	-1835210.9813161080237478	-4192373.0941192512400448	4929184.0757454866543412	-3581.4092134796865139	-4480.4577806648267142	-5131.1634661440893979
755150806.0000000000000000	-1870904.3869712387677282	-4236902.7911746464669704	4877550.5798063678666949	-3557.1940319775708303	-4425.3842984970724501	-5195.4233619422375341
755150816.0000000000000000	-1906353.3094582336489111	-4280878.8453671382740140	4825277.8698190227150917	-3532.5131063747930966	-4369.7304061644190369	-5259.0048712765865275
755150826.0000000000000000	-1941553.1072348803281784	-4324295.4886679248884320	4772372.7716401936486363	-3507.3696267111718043	-4313.5033312055675196	-5321.8996101496368283
755150836.0000000000000000	-1976499.1709672070574015	-4367147.0257112337276340	4718842.1945319166406989	-3481.7668445356353004	-4256.7103785431927463	-5384.0992816973839581
755150846.0000000000000000	-2011186.9241427793167531	-4409427.8345638150349259	4664693.1302842926234007	-3455.7080725459627502	-4199.3589296133750395	-5445.5956773660063845
755150856.0000000000000000	-2045611.8236803491599858	-4451132.3674856722354889	4609932.6523265354335308	-3429.1966842193851335	-4141.4564414821043101	-5506.3806780809527481
755150866.0000000000000000	-2079769.3605357650667429	-4492255.1516818879172206	4554567.9148263670504093	-3402.2361134340007993	-4083.0104459488452449	-5566.4462554081965209
755150876.0000000000000000	-2113655.0603040484711528	-4532790.7900454234331846	4498606.1517778383567929	-3374.8298540809705628	-4024.0285486371626575	-5625.7844727073970716
755150886.0000000000000000	-2147264.4838175475597382	-4572733.9618907580152154	4442054.6760776611045003	-3346.9814596674573295	-3964.5184280724101882	-5684.3874862767097511
755150896.0000000000000000	-2180593.2277400721795857	-4612079.4236782416701317	4384920.8785901358351111	-3318.6945429102729577	-3904.4878347464841681	-5742.2475464889967043
755150906.0000000000000000	-2213636.9251569211483002	-4650822.0097290324047208	4327212.2272007595747709	-3289.9727753202046188	-3843.9445901696562942	-5799.3569989191582863
755150916.0000000000000000	-2246391.2461607037112117	-4688956.6329304818063974	4268936.2658586073666811	-3260.8198867769879143	-3782.8965859094973894	-5855.7082854623249659
755150926.0000000000000000	-2278851.8984328648075461	-4726478.2854318525642157	4210100.6136075770482421	-3231.2396650949021932	-3721.3517826169177170	-5911.2939454426368684
755150936.0000000000000000	-2311014.6278208205476403	-4763382.0393302245065570	4150712.9636065978556871	-3201.2359555789621481	-3659.3182090393443104	-5966.1066167123235573
755150946.0000000000000000	-2342875.2189106051810086	-4799663.0473464764654636	4090781.0821388931944966	-3170.8126605716843187	-3596.8039610210698811	-6020.1390367408121165
755150956.0000000000000000	-2374429.4955949424766004	-4835316.5434912014752626	4030312.8076104065403342	-3139.9737389904080374	-3533.8172004908101371	-6073.3840436935724938
755150966.0000000000000000	-2405673.3216366400010884	-4870337.8437204333022237	3969316.0495374905876815	-3108.7232058551558112	-3470.3661544365122609	-6125.8345775004090683
755150976.0000000000000000	-2436602.6012272168882191	-4904722.3465810641646385	3907798.7875239686109126	-3077.0651318070194975	-3406.4591138674632020	-6177.4836809129046742
755150986.0000000000000000	-2467213.2795406649820507	-4938465.5338458130136132	3845769.0702276742085814	-3045.0036426170640880	-3342.1044327637559945	-6228.3245005507242240
755150996.0000000000000000	-2497501.3432822562754154	-4971562.9711376298218966	3783235.0143165872432292	-3012.5429186857381865	-3277.3105270131723046	-6278.3502879364705223
755151006.0000000000000000	-2527462.8212322914041579	-5004010.3085434027016163	3720204.8034146786667407	-2979.6871945327939102	-3212.0858733355557888	-6327.5544005187948642
755151016.0000000000000000	-2557093.7847847053781152	-5035803.2812168523669243	3656686.6870375853031874	-2946.4407582777139396	-3146.4390081947472027	-6375.9303026834477350
755151026.0000000000000000	-2586390.3484804248437285	-5066937.7099704761058092	3592688.9795182342641056	-2912.8079511106489008	-3080.3785266981676614	-6423.4715667519712952
755151036.0000000000000000	-2615348.6705353925935924	-5097409.5018564332276583	3528220.0589225441217422	-2878.7931667538759939	-3013.9130814841387291	-6470.1718739677116901
755151046.0000000000000000	-2643964.9533631550148129	-5127214.6507362388074398	3463288.3659553322941065	-2844.4008509137906913	-2947.0513815970371070	-6516.0250154688392286
755151056.0000000000000000	-2672235.4440919235348701	-5156349.2378391493111849	3397902.4028565548360348	-2809.6355007234492405	-2879.8021913503921496	-6561.0248932480662916
755151066.0000000000000000	-2700156.4350760160014033	-5184809.4323091208934784	3332070.7322880206629634	-2774.5016641756806166	-2812.1743291780344407	-6605.1655210987410101
755151076.0000000000000000	-2727724.2644015802070498	-5212591.4917402174323797	3265801.9762107119895518	-2739.0039395467956638	-2744.1766664734227561	-6648.4410255469947515
