5658.0945955188944936,20483.0112716029398143,-4282.3864333677338436,-8.3293995675867336,-4.5539768140879460,-5.4685274457311834
5681.6657139491289854,20472.7317491280846298,-4286.2657503029331565,0.0523442767193956,-4.0225371400238146,-3.9739794632745316
5705.9832773245871067,20462.6421649507246912,-4290.1879840185865760,0.0927738048617357,-4.0970994717836220,-3.9659249884109613
5729.8393197124823928,20451.6850539026781917,-4293.9448583755875006,0.0530211912227969,-4.1805858730358523,-3.9680514067830472
5752.2576928194612265,20441.2291132230311632,-4297.7382885505212471,0.0759930548224474,-4.2538035891311665,-3.9599166878302867
5776.2915117833763361,20429.9990473226644099,-4301.3452856403309852,0.0833469707226868,-4.3498338227282147,-3.9505196739862640
5800.1315520638599992,20418.9117742273956537,-4305.3968432900728658,0.0633570642603445,-4.4402874664774572,-3.9525501520682838
5824.0256397062912583,20407.9885847885161638,-4309.4179855646798387,0.0601975153708736,-4.5113650726743799,-3.9444636402585047
5847.1755456803366542,20396.9234710475429893,-4313.0519876884063706,0.0747580926176852,-4.5804425098222055,-3.9261685094240875
5869.5339576257392764,20385.3383901929482818,-4317.2548028732417151,0.0987918889627508,-4.6769297429700600,-3.9318515953316364
5893.4503051731735468,20373.7823620191775262,-4321.2863126258598641,0.0828412066784949,-4.7451229177149798,-3.9186500335101755
5917.4352428456768394,20362.4585637850686908,-4325.3028247293550521,0.0621952412120663,-4.8354754227948433,-3.9129342643967675
5939.9939246466383338,20350.9755871742963791,-4329.5528577551012859,0.0805147677197056,-4.9056846869298170,-3.9148210099003791
5963.0654463339596987,20339.2744359853677452,-4332.2162777680205181,0.0504801391034562,-4.9883647816559460,-3.9103110148644191
5986.8792289309203625,20327.4391827546060085,-4336.0871114875189960,0.0334800756791083,-5.0807919871640479,-3.9019518478324926
6009.5664769224822521,20314.9513393179513514,-4340.0232307123951614,0.0417046652632962,-5.1364467482017062,-3.9063739834884927
6033.8787583159282804,20303.1296618087217212,-4343.8275556447915733,0.0292255282843144,-5.2379129111150178,-3.8941019737791294
6056.8436224665492773,20267.6221449309960008,-4348.4475292147835717,0.3673818808820215,-5.2770343046850030,-3.8743240830560808
6078.9812698438763618,20254.5784614705480635,-4352.1615360667929053,-0.1970391701061089,-5.3745131698633486,-3.8980490104904675
6102.4626143751665950,20242.6490864465013146,-4356.0086753675714135,0.0834478925030453,-5.4631158721467727,-3.8777865482898051
6126.0185154797509313,20230.3256895523518324,-4359.6811400545993820,0.0904403372737761,-5.5304979352004011,-3.8676850663108553
6148.8090188466012478,20217.5220129713416100,-4363.6071674231206998,0.1044724041912559,-5.6080970603798050,-3.8662495108462736
6171.8177160928025842,20205.0208632564172149,-4367.7939649070613086,0.0962021373629796,-5.6955076470640051,-3.8609089665479814
6195.3463622462004423,20192.1092548207379878,-4371.5668960923794657,0.0841091071247320,-5.7805934072830496,-3.8459227784577479
6218.5292209088802338,20179.2841592826880515,-4375.3743260169867426,0.0865804068125726,-5.8551653301283295,-3.8520997965025572
